"","s1","s2","z","stratum"
"56",203467,464355.5,62.0428490572396,"PA"
"57",203492,464355.5,60.240696211252,"PA"
"58",203517,464355.5,48.8261876860546,"PA"
"59",203592,464355.5,62.0026274037604,"BA"
"60",203617,464355.5,49.2599166479589,"BA"
"61",203642,464355.5,48.9821705508153,"BA"
"62",203667,464355.5,77.2195379899439,"BA"
"63",203742,464355.5,70.2103236898367,"BA"
"64",203767,464355.5,81.282412799802,"BA"
"65",203792,464355.5,73.7458592154224,"BA"
"66",203817,464355.5,98.3172618478314,"BA"
"67",203842,464355.5,58.1321223479061,"BA"
"68",203867,464355.5,88.9135209576601,"BA"
"69",203892,464355.5,83.8173784115466,"BA"
"70",203917,464355.5,162.567073916315,"BA"
"71",203942,464355.5,111.153563977136,"BA"
"72",203967,464355.5,128.000367918037,"BA"
"73",203992,464355.5,80.4552040178567,"BA"
"74",204042,464355.5,87.2146936437011,"BA"
"75",204067,464355.5,82.2306624870061,"BA"
"76",204092,464355.5,120.298782714552,"BA"
"77",204117,464355.5,62.3834382555354,"BA"
"78",204142,464355.5,62.142924737153,"BA"
"79",204167,464355.5,55.8648771703332,"BA"
"80",204192,464355.5,54.500881042006,"BA"
"81",204217,464355.5,23.6818481244861,"BA"
"82",204242,464355.5,30.812724336299,"BA"
"83",204267,464355.5,35.9271364831591,"BA"
"84",204292,464355.5,39.7594196196952,"BA"
"85",204317,464355.5,36.0676567282797,"BA"
"86",204342,464355.5,24.1931892464616,"BA"
"87",204367,464355.5,24.1612319929673,"BA"
"88",204392,464355.5,21.9742625274435,"BA"
"89",204417,464355.5,22.3101927866524,"BA"
"90",204442,464355.5,26.6128008739002,"BA"
"91",204467,464355.5,42.6391484116922,"BA"
"92",204492,464355.5,32.5774291083254,"BA"
"93",204517,464355.5,18.4188116868586,"BA"
"94",204542,464355.5,19.4590501169672,"BA"
"95",204567,464355.5,25.9903046362047,"BA"
"96",204592,464355.5,25.3902132416083,"BA"
"97",204617,464355.5,31.7043394215026,"BA"
"98",204642,464355.5,47.3627590804871,"BA"
"99",204667,464355.5,44.0696619623071,"BA"
"100",204692,464355.5,75.0581788431394,"XF"
"101",204717,464355.5,46.0405426968639,"XF"
"102",204742,464355.5,62.8833014735207,"XF"
"103",204767,464355.5,54.5813213703426,"BA"
"104",204792,464355.5,27.7055001468969,"BA"
"105",204817,464355.5,45.1264696527132,"BA"
"106",204842,464355.5,44.9627465904814,"BA"
"107",204867,464355.5,59.9949108178448,"BA"
"108",204892,464355.5,50.2684413635699,"BA"
"109",204917,464355.5,45.2012096189558,"PA"
"110",204942,464355.5,46.4436573585,"PA"
"111",204967,464355.5,73.1057361549207,"PA"
"112",204992,464355.5,48.0806926946756,"PA"
"113",205017,464355.5,30.7559528691839,"PA"
"114",205042,464355.5,36.3978461647169,"PA"
"115",205067,464355.5,36.3038902800203,"PA"
"116",205617,464355.5,88.4113074783942,"BA"
"117",205642,464355.5,118.002486929895,"BA"
"118",205667,464355.5,111.839612214678,"BA"
"119",205692,464355.5,57.6404999520678,"BA"
"120",205717,464355.5,57.637504150513,"BA"
"121",205742,464355.5,72.7973586483263,"BA"
"122",205767,464355.5,73.8713282196905,"BA"
"123",205792,464355.5,48.6867873469275,"BA"
"124",206142,464355.5,174.124985662895,"XF"
"125",206167,464355.5,213.166879082265,"XF"
"126",207042,464355.5,14.0469664807272,"XF"
"127",207067,464355.5,10.7488654044422,"PA"
"128",207092,464355.5,20.4490947272248,"PA"
"129",207117,464355.5,18.0428855604855,"PA"
"130",207142,464355.5,27.1011984845867,"PA"
"131",207167,464355.5,39.8413204243201,"PA"
"132",207267,464355.5,23.569176218905,"PA"
"133",207342,464355.5,56.5592527987881,"RA"
"134",207367,464355.5,77.4440677411764,"RA"
"135",207392,464355.5,68.7984779277572,"RA"
"136",207417,464355.5,70.355738978844,"RA"
"137",207442,464355.5,71.2729706531822,"RA"
"138",207467,464355.5,96.0496372284913,"RA"
"139",207492,464355.5,52.156790756044,"RA"
"140",207517,464355.5,57.937552493314,"RA"
"141",201542,464380.5,67.6121402008381,"XF"
"142",201567,464380.5,96.3324098807123,"XF"
"143",201592,464380.5,38.6425720780601,"PA"
"144",201617,464380.5,46.5262469305143,"PA"
"145",201642,464380.5,34.8296543384175,"PA"
"146",201667,464380.5,34.2866049998937,"PA"
"147",201692,464380.5,48.0521231033049,"PA"
"148",201717,464380.5,29.4922670097463,"PA"
"149",201742,464380.5,26.8808597336663,"PA"
"150",201767,464380.5,26.8474901130202,"PA"
"151",201792,464380.5,35.0652525332101,"PA"
"152",201817,464380.5,46.9386499468053,"PA"
"153",201992,464380.5,72.7220021592827,"XF"
"154",202017,464380.5,48.0795578383559,"BA"
"155",202042,464380.5,36.3273370016512,"BA"
"156",202067,464380.5,27.1330914662934,"BA"
"157",202092,464380.5,112.557156580867,"XF"
"158",202117,464380.5,81.0392190848128,"BA"
"159",202142,464380.5,76.6732494786045,"BA"
"160",202192,464380.5,63.9715951714114,"BA"
"161",202217,464380.5,112.971240116853,"BA"
"162",202242,464380.5,147.129334571899,"BA"
"163",202267,464380.5,92.4203029588089,"BA"
"164",202292,464380.5,124.091674530576,"BA"
"165",202317,464380.5,88.0309792419111,"BA"
"166",202342,464380.5,145.572017378138,"BA"
"167",202367,464380.5,194.860243264474,"XF"
"168",202392,464380.5,238.502780848181,"XF"
"169",202417,464380.5,153.371947576167,"XF"
"170",202442,464380.5,185.408474136815,"XF"
"171",202467,464380.5,134.283901459627,"XF"
"172",202492,464380.5,125.799831060329,"BA"
"173",202517,464380.5,116.087860715675,"BA"
"174",202542,464380.5,207.124121324437,"BA"
"175",202567,464380.5,200.886983992292,"BA"
"176",202592,464380.5,107.765223635666,"BA"
"177",202617,464380.5,85.7846360856397,"BA"
"178",202642,464380.5,183.396393454653,"BA"
"179",202667,464380.5,245.226434664995,"BA"
"180",202692,464380.5,108.860453012749,"BA"
"181",202717,464380.5,115.838477889827,"BA"
"182",202742,464380.5,116.917427018012,"BA"
"183",202767,464380.5,85.4260346245301,"BA"
"184",202792,464380.5,89.04649333663,"BA"
"185",202867,464380.5,59.0571720725444,"BA"
"186",202892,464380.5,91.7449943551245,"BA"
"187",202942,464380.5,116.63772698251,"XF"
"188",202967,464380.5,74.1211751360486,"BA"
"189",202992,464380.5,139.851591348988,"BA"
"190",203017,464380.5,109.382813807726,"BA"
"191",203317,464380.5,109.582656162099,"PA"
"192",203342,464380.5,83.0076222482814,"PA"
"193",203367,464380.5,115.371241629664,"PA"
"194",203392,464380.5,51.1544262737044,"PA"
"195",203417,464380.5,46.9927786503491,"PA"
"196",203442,464380.5,62.9476824215577,"PA"
"197",203467,464380.5,68.702129589784,"PA"
"198",203492,464380.5,80.9611987937671,"PA"
"199",203517,464380.5,58.4337146120888,"PA"
"200",203542,464380.5,35.9605925313867,"PA"
"201",203567,464380.5,53.549096600401,"BA"
"202",203592,464380.5,34.1834666519086,"BA"
"203",203617,464380.5,71.1302382975992,"BA"
"204",203642,464380.5,67.6915293659037,"BA"
"205",203667,464380.5,65.6270589128567,"BA"
"206",203692,464380.5,63.2743787306477,"BA"
"207",203767,464380.5,73.0117456116905,"BA"
"208",203792,464380.5,60.6855864836989,"BA"
"209",203817,464380.5,56.8327900684391,"BA"
"210",203842,464380.5,79.216511325,"BA"
"211",203867,464380.5,88.93366194208,"BA"
"212",203892,464380.5,155.114301379425,"BA"
"213",203917,464380.5,91.7359390855991,"BA"
"214",203942,464380.5,97.6821579566166,"BA"
"215",203967,464380.5,108.997318426467,"BA"
"216",203992,464380.5,102.963457290649,"BA"
"217",204042,464380.5,86.5283913488847,"BA"
"218",204067,464380.5,107.433777834349,"BA"
"219",204092,464380.5,92.8207012916691,"BA"
"220",204117,464380.5,78.0777120810459,"BA"
"221",204142,464380.5,49.8097621940753,"BA"
"222",204167,464380.5,47.7606062336543,"BA"
"223",204192,464380.5,45.9455915853261,"BA"
"224",204217,464380.5,26.3182778181444,"BA"
"225",204242,464380.5,33.3601517821247,"BA"
"226",204267,464380.5,28.4574743480119,"BA"
"227",204292,464380.5,27.6681579875564,"BA"
"228",204317,464380.5,22.4494451228375,"BA"
"229",204342,464380.5,39.7110189290986,"BA"
"230",204367,464380.5,30.4555386796547,"BA"
"231",204392,464380.5,37.9245138276165,"BA"
"232",204417,464380.5,26.5185926906494,"BA"
"233",204442,464380.5,35.10421601212,"BA"
"234",204467,464380.5,23.1029714320159,"BA"
"235",204492,464380.5,21.5286903885013,"BA"
"236",204517,464380.5,19.6141336327914,"BA"
"237",204542,464380.5,19.5906255710056,"BA"
"238",204567,464380.5,13.366435277965,"BA"
"239",204592,464380.5,31.2610911317689,"BA"
"240",204617,464380.5,43.1668389745625,"BA"
"241",204642,464380.5,38.6337745623433,"BA"
"242",204667,464380.5,39.9668368569509,"BA"
"243",204692,464380.5,45.43560735502,"XF"
"244",204717,464380.5,53.3944935941787,"XF"
"245",204742,464380.5,65.3826129922678,"XF"
"246",204767,464380.5,73.2123096295243,"BA"
"247",204792,464380.5,34.3120209592192,"BA"
"248",204842,464380.5,52.4198334584117,"BA"
"249",204867,464380.5,45.9368837558891,"BA"
"250",204892,464380.5,59.023867413176,"BA"
"251",204917,464380.5,55.9793798558523,"PA"
"252",204942,464380.5,52.2635312246778,"PA"
"253",204967,464380.5,66.6892120491215,"PA"
"254",204992,464380.5,67.6167506752786,"PA"
"255",205017,464380.5,34.5520828180267,"PA"
"256",205042,464380.5,32.0430055563659,"PA"
"257",205067,464380.5,43.4888804403014,"PA"
"258",205592,464380.5,96.5663181644179,"BA"
"259",205617,464380.5,108.447629165019,"BA"
"260",205642,464380.5,137.81265826943,"BA"
"261",205667,464380.5,87.3392530160489,"BA"
"262",205692,464380.5,51.9147567784882,"BA"
"263",205717,464380.5,50.9874168876046,"BA"
"264",205742,464380.5,40.1481327133485,"BA"
"265",205792,464380.5,45.6215834646496,"BA"
"266",206067,464380.5,145.134118747309,"XF"
"267",206092,464380.5,189.552151449702,"XF"
"268",206142,464380.5,229.965357176097,"XF"
"269",206167,464380.5,153.769576728758,"XF"
"270",206192,464380.5,99.0162979135882,"XF"
"271",206667,464380.5,73.4757972089502,"XF"
"272",207067,464380.5,12.2376506318447,"PA"
"273",207092,464380.5,17.1765765800958,"PA"
"274",207117,464380.5,16.4312739671043,"PA"
"275",207142,464380.5,15.8549440409066,"PA"
"276",207242,464380.5,23.7821613314864,"PA"
"277",207317,464380.5,61.2756582160328,"RA"
"278",207342,464380.5,42.5340096802044,"RA"
"279",207367,464380.5,62.4462354655928,"RA"
"280",207392,464380.5,64.7677837433869,"RA"
"281",207417,464380.5,91.1272263918881,"RA"
"282",207442,464380.5,102.819557019569,"RA"
"283",207467,464380.5,41.6650404372066,"RA"
"284",207492,464380.5,63.5289643585354,"RA"
"285",207517,464380.5,48.6649579051715,"RA"
"286",201592,464405.5,83.7544935767497,"XF"
"287",201617,464405.5,43.362423098179,"PA"
"288",201642,464405.5,39.9391937376712,"PA"
"289",201667,464405.5,49.2363511165106,"PA"
"290",201692,464405.5,80.7611234768306,"XF"
"291",201717,464405.5,64.0037850229953,"PA"
"292",201742,464405.5,51.8684486768056,"PA"
"293",201817,464405.5,61.5124924815717,"PA"
"294",201917,464405.5,95.0270462655983,"XF"
"295",202017,464405.5,47.9924030420253,"BA"
"296",202042,464405.5,37.3285825428385,"BA"
"297",202067,464405.5,56.3343167159569,"BA"
"298",202092,464405.5,62.4209899407806,"BA"
"299",202117,464405.5,72.5832204818219,"BA"
"300",202142,464405.5,76.9719086593841,"BA"
"301",202167,464405.5,116.017636462275,"BA"
"302",202192,464405.5,169.959152430344,"XF"
"303",202242,464405.5,108.563215011931,"BA"
"304",202267,464405.5,91.2450162174541,"BA"
"305",202292,464405.5,57.3644428184002,"BA"
"306",202342,464405.5,82.9868843330049,"BA"
"307",202367,464405.5,239.986052418942,"XF"
"308",202392,464405.5,162.506233656891,"XF"
"309",202417,464405.5,195.111000553317,"XF"
"310",202442,464405.5,157.699580443982,"XF"
"311",202467,464405.5,134.522887535042,"BA"
"312",202492,464405.5,143.452626027317,"BA"
"313",202517,464405.5,142.352626739219,"BA"
"314",202542,464405.5,208.076715758405,"BA"
"315",202567,464405.5,215.579064758364,"BA"
"316",202592,464405.5,149.702403870024,"BA"
"317",202617,464405.5,199.927261051358,"BA"
"318",202642,464405.5,186.984137761538,"BA"
"319",202667,464405.5,143.580049983145,"BA"
"320",202692,464405.5,93.709874820752,"BA"
"321",202717,464405.5,73.0282496508492,"BA"
"322",202742,464405.5,89.1911893759041,"BA"
"323",202767,464405.5,116.505322015438,"BA"
"324",202792,464405.5,82.2238009120992,"BA"
"325",202842,464405.5,86.7751883339613,"BA"
"326",202867,464405.5,92.9106819275922,"BA"
"327",202892,464405.5,65.7300010380977,"BA"
"328",202917,464405.5,103.379063612776,"BA"
"329",202942,464405.5,113.882478523811,"BA"
"330",202992,464405.5,49.055412907739,"BA"
"331",203017,464405.5,86.1149261330727,"BA"
"332",203042,464405.5,90.4959673660727,"BA"
"333",203342,464405.5,58.6704743150189,"PA"
"334",203367,464405.5,50.3922180591345,"PA"
"335",203392,464405.5,56.8836795125888,"PA"
"336",203417,464405.5,79.9033207575779,"PA"
"337",203442,464405.5,56.0824564193111,"PA"
"338",203467,464405.5,66.3019686115828,"PA"
"339",203492,464405.5,62.0796628886484,"PA"
"340",203517,464405.5,93.2509322635898,"PA"
"341",203542,464405.5,66.4436295574396,"PA"
"342",203567,464405.5,89.6426322090595,"BA"
"343",203592,464405.5,57.7734887770691,"BA"
"344",203617,464405.5,77.3920164662787,"BA"
"345",203642,464405.5,64.4450529964333,"BA"
"346",203667,464405.5,52.3695661778578,"BA"
"347",203692,464405.5,76.9345173198467,"BA"
"348",203717,464405.5,88.4781950329472,"BA"
"349",203792,464405.5,59.319647710894,"BA"
"350",203817,464405.5,90.3669060276038,"BA"
"351",203842,464405.5,83.4386676754793,"BA"
"352",203867,464405.5,83.6076932190948,"BA"
"353",203892,464405.5,71.274092186832,"BA"
"354",203917,464405.5,66.8596861999857,"BA"
"355",203942,464405.5,89.9715151680003,"BA"
"356",203967,464405.5,78.9857129080731,"BA"
"357",203992,464405.5,59.4344009594549,"BA"
"358",204017,464405.5,73.5736126732227,"BA"
"359",204042,464405.5,93.384379721203,"BA"
"360",204067,464405.5,105.31212284812,"BA"
"361",204092,464405.5,79.7874638782514,"BA"
"362",204117,464405.5,68.544539756265,"BA"
"363",204142,464405.5,54.8841295728437,"BA"
"364",204167,464405.5,74.9254776359885,"BA"
"365",204192,464405.5,60.3751641776935,"BA"
"366",204217,464405.5,35.3246210895526,"BA"
"367",204242,464405.5,52.9939570363903,"BA"
"368",204267,464405.5,31.0666919146844,"BA"
"369",204292,464405.5,34.2290308941851,"BA"
"370",204317,464405.5,26.5545226299027,"BA"
"371",204342,464405.5,37.3224955570946,"BA"
"372",204367,464405.5,29.6404331445107,"BA"
"373",204392,464405.5,36.5419324659823,"BA"
"374",204417,464405.5,34.1004053994633,"BA"
"375",204442,464405.5,19.8469854627796,"BA"
"376",204467,464405.5,38.5344787475291,"BA"
"377",204492,464405.5,35.6505665751098,"BA"
"378",204517,464405.5,22.099881205667,"BA"
"379",204542,464405.5,28.4063291184982,"BA"
"380",204567,464405.5,27.6164164986751,"BA"
"381",204592,464405.5,29.5540471418244,"BA"
"382",204617,464405.5,37.2834254538021,"BA"
"383",204642,464405.5,44.2645134717764,"BA"
"384",204667,464405.5,32.9172114877888,"BA"
"385",204692,464405.5,39.6436745106949,"BA"
"386",204717,464405.5,57.2965642747006,"BA"
"387",204742,464405.5,44.9697151006302,"BA"
"388",204767,464405.5,71.0168745567516,"BA"
"389",204792,464405.5,36.7413585014606,"BA"
"390",204842,464405.5,53.2463920832472,"BA"
"391",204867,464405.5,53.1378216341997,"PA"
"392",204892,464405.5,44.0685062045821,"PA"
"393",204917,464405.5,49.6799416469516,"PA"
"394",204942,464405.5,40.8240136161637,"PA"
"395",204967,464405.5,42.374367776418,"PA"
"396",204992,464405.5,67.9092376628194,"PA"
"397",205017,464405.5,35.3662842350301,"PA"
"398",205042,464405.5,47.439212193642,"PA"
"399",205067,464405.5,42.5546717066787,"PA"
"400",205617,464405.5,119.540264886736,"XF"
"401",205667,464405.5,87.7211101065256,"BA"
"402",205692,464405.5,79.7293513325562,"BA"
"403",205717,464405.5,42.2721696864771,"BA"
"404",205742,464405.5,40.084614956176,"BA"
"405",205767,464405.5,50.9475839480118,"BA"
"406",206192,464405.5,132.442418805936,"XF"
"407",207092,464405.5,13.1988048727873,"PA"
"408",207117,464405.5,23.3163571977891,"PA"
"409",207142,464405.5,22.7142724508131,"PA"
"410",207317,464405.5,46.0531569065376,"RA"
"411",207342,464405.5,19.7120714613504,"RA"
"412",207367,464405.5,100.350905207322,"RA"
"413",207392,464405.5,72.8088146698964,"RA"
"414",207417,464405.5,55.4085696264462,"RA"
"415",207442,464405.5,64.8178655512502,"RA"
"416",207467,464405.5,57.4633561864321,"RA"
"417",207492,464405.5,66.3765592792612,"RA"
"418",207517,464405.5,52.40991109502,"RA"
"419",201617,464430.5,60.4573554364319,"XF"
"420",201642,464430.5,81.8743844942804,"XF"
"421",201667,464430.5,70.8245200307494,"PA"
"422",201692,464430.5,67.0507676099393,"XF"
"423",201717,464430.5,77.4646394854796,"XF"
"424",201742,464430.5,82.6540472538299,"XF"
"425",201792,464430.5,48.7493240576391,"PA"
"426",201817,464430.5,55.5755098456836,"PA"
"427",201842,464430.5,50.8647005974525,"PA"
"428",201867,464430.5,78.9433530326509,"PA"
"429",201892,464430.5,45.5017782505688,"PA"
"430",201942,464430.5,80.4157754586511,"XF"
"431",201967,464430.5,65.5967738720298,"XF"
"432",201992,464430.5,62.4886220678631,"XF"
"433",202042,464430.5,51.2210606998141,"BA"
"434",202067,464430.5,57.4129063234895,"BA"
"435",202092,464430.5,42.5357032439108,"BA"
"436",202117,464430.5,47.8107809885907,"BA"
"437",202142,464430.5,72.4781848403968,"BA"
"438",202167,464430.5,146.207638090136,"XF"
"439",202217,464430.5,85.7159426964753,"XF"
"440",202267,464430.5,53.4759145696762,"BA"
"441",202292,464430.5,53.7398568617737,"BA"
"442",202317,464430.5,88.4245460175878,"BA"
"443",202342,464430.5,75.8941422519371,"BA"
"444",202367,464430.5,90.9748344612161,"BA"
"445",202442,464430.5,111.591533292158,"BA"
"446",202467,464430.5,78.5371782276082,"BA"
"447",202492,464430.5,118.649535553689,"BA"
"448",202517,464430.5,139.575182841647,"BA"
"449",202542,464430.5,175.012831639781,"BA"
"450",202567,464430.5,193.604635653895,"BA"
"451",202592,464430.5,142.806577238891,"BA"
"452",202617,464430.5,136.538082066939,"BA"
"453",202642,464430.5,121.829358472588,"BA"
"454",202667,464430.5,90.9991306066153,"BA"
"455",202692,464430.5,101.439637850143,"BA"
"456",202717,464430.5,70.517123038243,"BA"
"457",202742,464430.5,118.001530378273,"BA"
"458",202767,464430.5,156.860665912883,"BA"
"459",202792,464430.5,98.0565261018191,"BA"
"460",202817,464430.5,82.6950858728834,"BA"
"461",202842,464430.5,125.791493277929,"BA"
"462",202867,464430.5,67.1795476465959,"BA"
"463",202892,464430.5,49.6895604103291,"BA"
"464",202917,464430.5,64.3486029542529,"BA"
"465",202942,464430.5,55.6406331214187,"BA"
"466",202967,464430.5,75.2268699328844,"BA"
"467",203042,464430.5,71.8495792546215,"BA"
"468",203067,464430.5,87.5034531353199,"BA"
"469",203367,464430.5,53.4217559940194,"PA"
"470",203392,464430.5,62.0017108906781,"PA"
"471",203417,464430.5,85.3266600249346,"PA"
"472",203442,464430.5,93.7360635088267,"PA"
"473",203467,464430.5,46.0555945151147,"PA"
"474",203517,464430.5,78.2707663657035,"PA"
"475",203542,464430.5,72.648940711717,"PA"
"476",203567,464430.5,67.4750016309303,"BA"
"477",203592,464430.5,90.797625714738,"BA"
"478",203617,464430.5,64.8230582304608,"BA"
"479",203642,464430.5,51.0472125272126,"BA"
"480",203667,464430.5,67.8862182135369,"BA"
"481",203692,464430.5,62.1904727355394,"BA"
"482",203717,464430.5,45.7683653528576,"BA"
"483",203742,464430.5,39.2783177372317,"BA"
"484",203767,464430.5,73.8584723615848,"BA"
"485",203817,464430.5,76.358597800725,"BA"
"486",203842,464430.5,110.383314780857,"BA"
"487",203867,464430.5,85.3504244961594,"BA"
"488",203892,464430.5,59.1220898734803,"BA"
"489",203917,464430.5,56.1797753958636,"BA"
"490",203942,464430.5,61.6206738630912,"BA"
"491",203967,464430.5,77.7960524836836,"BA"
"492",203992,464430.5,65.9214372229875,"BA"
"493",204017,464430.5,81.4698319746598,"BA"
"494",204042,464430.5,67.5074414111577,"BA"
"495",204067,464430.5,91.4183901079051,"BA"
"496",204092,464430.5,71.3503978921888,"BA"
"497",204117,464430.5,52.2767535902475,"BA"
"498",204142,464430.5,53.7593098786903,"BA"
"499",204167,464430.5,37.9302558742909,"BA"
"500",204192,464430.5,69.5594496760124,"BA"
"501",204217,464430.5,36.3866360151625,"BA"
"502",204242,464430.5,31.9782181705807,"BA"
"503",204267,464430.5,67.5901238792862,"BA"
"504",204292,464430.5,24.4835363976242,"BA"
"505",204317,464430.5,22.8372599775886,"BA"
"506",204342,464430.5,30.508656812257,"PA"
"507",204367,464430.5,30.1158888217647,"PA"
"508",204392,464430.5,33.2085422777712,"PA"
"509",204417,464430.5,26.599454370799,"BA"
"510",204442,464430.5,27.2761677768279,"BA"
"511",204467,464430.5,33.7872471294386,"BA"
"512",204492,464430.5,45.0866359495011,"BA"
"513",204517,464430.5,28.777892133737,"BA"
"514",204542,464430.5,43.0871410784241,"BA"
"515",204567,464430.5,35.1224997540433,"BA"
"516",204592,464430.5,21.2539828043209,"BA"
"517",204617,464430.5,32.966864427714,"BA"
"518",204642,464430.5,34.8766037606226,"BA"
"519",204667,464430.5,50.0051412870008,"BA"
"520",204692,464430.5,43.3197464906327,"BA"
"521",204717,464430.5,80.5380746104174,"BA"
"522",204742,464430.5,150.740622341673,"XF"
"523",204767,464430.5,82.9999042889605,"XF"
"524",204792,464430.5,50.427757287425,"BA"
"525",204817,464430.5,38.8435424432753,"PA"
"526",204842,464430.5,32.126723035031,"PA"
"527",204867,464430.5,38.4047610830615,"PA"
"528",204892,464430.5,35.3305507075331,"PA"
"529",204917,464430.5,52.9348467907753,"PA"
"530",204942,464430.5,52.6312475518298,"PA"
"531",204967,464430.5,50.801351781176,"PA"
"532",204992,464430.5,51.8607697097469,"PA"
"533",205017,464430.5,34.1110413204154,"PA"
"534",205042,464430.5,49.6199966803248,"PA"
"535",205067,464430.5,37.3692858302658,"PA"
"536",205517,464430.5,165.292251748286,"XF"
"537",205642,464430.5,73.0989388623049,"BA"
"538",205667,464430.5,70.3562086556407,"BA"
"539",205692,464430.5,51.3518107742738,"BA"
"540",205717,464430.5,41.106254905056,"BA"
"541",205742,464430.5,45.2722738121725,"BA"
"542",206617,464430.5,86.0199592245451,"XF"
"543",206642,464430.5,99.7528338697163,"XF"
"544",206667,464430.5,111.58099801356,"XF"
"545",207092,464430.5,29.261779633461,"PA"
"546",207117,464430.5,18.196311180391,"PA"
"547",207292,464430.5,39.8693900908403,"RA"
"548",207317,464430.5,49.0084419992303,"RA"
"549",207342,464430.5,37.2415548365136,"RA"
"550",207367,464430.5,33.4918376165405,"RA"
"551",207392,464430.5,50.1185181708273,"RA"
"552",207417,464430.5,55.1298459560645,"RA"
"553",207442,464430.5,44.1746469356538,"RA"
"554",207467,464430.5,67.8073767052426,"RA"
"555",207492,464430.5,46.7796823479743,"RA"
"556",207517,464430.5,53.2379125458387,"RA"
"557",201642,464455.5,67.0558833726849,"XF"
"558",201667,464455.5,109.727074255747,"XF"
"559",201692,464455.5,64.0022895907005,"XF"
"560",201717,464455.5,87.9102119799349,"XF"
"561",201742,464455.5,107.545975385378,"XF"
"562",201767,464455.5,73.8658333873655,"XF"
"563",201792,464455.5,76.2306126293094,"PA"
"564",201817,464455.5,121.72129579095,"PA"
"565",201842,464455.5,65.4505202554283,"PA"
"566",201867,464455.5,51.5042566329532,"PA"
"567",201892,464455.5,43.3490059216976,"PA"
"568",201917,464455.5,134.890493656032,"XF"
"569",201942,464455.5,68.6953486607014,"XF"
"570",201992,464455.5,117.367529312805,"XF"
"571",202017,464455.5,62.3026389833564,"XF"
"572",202067,464455.5,37.9833770777963,"PA"
"573",202092,464455.5,34.6494842418057,"PA"
"574",202117,464455.5,74.6601378294784,"BA"
"575",202142,464455.5,56.7926149956051,"BA"
"576",202192,464455.5,122.805195946694,"XF"
"577",202217,464455.5,104.029180355198,"XF"
"578",202267,464455.5,42.9850173660037,"BA"
"579",202292,464455.5,57.919956908225,"BA"
"580",202317,464455.5,70.7307641842377,"BA"
"581",202342,464455.5,47.6103976815511,"BA"
"582",202367,464455.5,73.7653078950935,"BA"
"583",202392,464455.5,91.6280009114561,"BA"
"584",202442,464455.5,79.170894226045,"BA"
"585",202467,464455.5,117.738772728701,"BA"
"586",202492,464455.5,48.6451214515674,"BA"
"587",202517,464455.5,94.2248867852223,"BA"
"588",202542,464455.5,140.281511394519,"BA"
"589",202567,464455.5,90.0601938810392,"BA"
